Tweet,Label
"@IndiHomeCare Jaringan kencang, WFH lancar. Makasih IndiHome 🥰",Sarkasme
@boramingyu ada kerjaan huhuhu trs jaringan juga jelek bgtt,BukanSarkas
"@IndiHomeCare Tolong lah kenapa jaringan nya ga ada koneksi dari jam 3 smpe skrng, padahal baru pasang belom ada sehari 😅",BukanSarkas
Jaringan ku jlk bngt knp,BukanSarkas
"udh betmut parah anjir krna jaringan kmren ngebug bgt gabisa nnton konser 😭 
sumpah sampe abistu ga ngapa2in ga liat2 twt ga story in apa2 😭",BukanSarkas
tumben bgt jaringan ngebut euy,Sarkasme
"@FirstMediaCares @yusnitaadawyh Min jaringan saya juga bermasalah tersambung tanpa internet
Nomor pelanggan 12125711, kira"" sampe jamber ya? Saya mau pke buat rapat",BukanSarkas
"plisss jaringan jgn ngelag, gue lagi streaming bola ini",BukanSarkas
"Upload data jaringan Lola, 😔",BukanSarkas
@Telkomsel jaringan koyo asuuuuuuu bajingan,BukanSarkas
Ini jaringan sumpah ya ajg.... Ajg lo bgst ajg ajg ajg,Sarkasme
"Jadi.. permasalahan henpon gw mati dan panas tadi gara² jaringan?
Indihum lu tau gak istilah yg spesial bakalan kalah ama yg selalu ada? Cthnya kek lu ama tri. Lu boleh mahal, tpi jaringan lu sering bapuk. Beda ama tris, udh murah lancar lagi 🙂",Sarkasme
"Hdhhh mana jaringan lemot tpi mkin nguras dataaaaaa bisa gila, mahal lagi 😭 https://t.co/jn2W7jTZC3",BukanSarkas
Jaringan sudah mulai lancar epribadih,Sarkasme
@myXLCare lelah banget ngadu klo sinyal area saya ilang total. Dijawabnya cuma uda dibuatin laporan. Ditunggu sesegera mgkn. Ditanya ada jaringan putus apa ga aja cm dijawab ditunggu sesegera mgkn. Gini sinyal yg dibilang 4G?,BukanSarkas
"Dear @XLAxiata_Tbk jaringan kalian bapuk kali lah, beli 20gb tapi jaringan lemot dan bapuk, tolong dong di perbaiki. Jangan diem ajaa, thank you !",BukanSarkas
@byu_id hari hari ga ada jaringan,BukanSarkas
"@imrevin7 Udah gue bilangin dari kemaren kaan, jaringan syusaah kek taik hahaha",BukanSarkas
Dari kemarin jaringan trinya ga bgus😭,BukanSarkas
"@jaemcityx Disini listrik tak mati juga jaringan jelek makji, maklum lah di dlm kebon tebu kami stay nya",BukanSarkas
@jaemcityx listrik mati jaringan jg pasti ikut lemot :'),BukanSarkas
@jiaangshan Jaringan Gege bermasalah,BukanSarkas
Jaringan lelet😭 pdhl lagi seru2nya,BukanSarkas
"Sinyal oh sinyal :( libur tapi gk libur, wfh iya, tapi jaringan down, itu rasanyaa..😩
Nantipi tengah malam baru bagus jaringan",BukanSarkas
Asli jaringan gak jelas 😒,BukanSarkas
@urbumblebaby axis murah jaringan juga stabil,BukanSarkas
jaringan nya lemot banget 😠,BukanSarkas
"@FirstMediaCares halo, 85456001 jaringan internet mati dari semalam",BukanSarkas
"Ga usah ragu pake IndiHome jaringan stabil dan kencang, dijamin kegiatan belajar di rumah jadi aman terkendali @IndiHomeCare",Sarkasme
Pakai IndiHome jaringan lancar jaya dan aman terkendali jadi mudah untuk menjalani aktivitas sehari-hari @IndiHomeCare,Sarkasme
"@FirstMediaCares pagii .. apakah ada trouble jaringan internet di area Sidodadi, Sidoarjo? Saat ini internet OFF namun status di cek.firstmedia ONLiNE. Telah saya refresh modem dan masih trouble. Mohon bantuannya",BukanSarkas
"Senneng deh pake @IndiHomeCare 
Jaringan tanpa lelet, WFH jadi lancar. Makasih yah @IndiHomeCare 😘😘",Sarkasme
"Jaringan gua dah setabil, lanjut vote.",BukanSarkas
@myXLCare Sinyal internet perbaikin bab1. Operator sampah. Di Makassar parah jaringan @myXL biasanya tiba-tiba lost connect. Terpaksa sementara pake kuota ketengan @Telkomsel . Seburuk-buruknya sinyal @triindonesia tapi ngak pernah tiba-tiba lost connect.,Sarkasme
"Gilaa sehh seharian semalam gadak jaringan, untung sempat nonton konser bentar :""(",BukanSarkas
@FirstMediaCares wifi error gaada jaringan internet dari semalem. 12158688,BukanSarkas
@IndiHomeCare min cek ketersediaan jaringan di lokasi ku gmn ya ?,BukanSarkas
"@xlhomeid 
Tlg dicek jaringan saya. No internet acses",BukanSarkas
@princesspromos_ @CryptoSafeBets Maaf jaringan saya buruk. Jadi gambar tidak terbuka 😭 https://t.co/X4VXij9Qcd,BukanSarkas
"Apakah petugas teknisi indihome tidak bisa memperbaiki agar jaringan internet saya dibuat stabil?""",Sarkasme
"Kalau emang anaknya pintar pasti sekolah di kampung juga pintar. Mungkin iya, tapi kecil kemungkinan. Fasilitas fisik yg berbeda: komputer, akses internet, laboratorium. Fasilitas non fisik: persaingan siswa, pelajaran ""mulok"", ekstrakurikuler, jaringan alumni apa kabarnya",BukanSarkas
"Kalo jaringan bagus dan aku gaada kerjaan ya bisa lah nyuri-nyuri, cuma kadang mo ngirim chat aja susah wkwk :",BukanSarkas
"@Telkomsel semua no di wilayah sorong , distirk sorong barat kel palputih. kadang bagus kadang jelek, jadi percuma beli paket internet. jaringan jelek pada internet bukan pada jaringan telepon.",BukanSarkas
"7menit buat 3kali vote, kalau jaringan bagus yah bisa 7-10 akun yg dipake nge vote",BukanSarkas
@BTS_twt @AndersonPaak @silksonic mmf kak lama nge rt😦😔 salahin jaringan jgn aku😞,BukanSarkas
"@Telkomsel jaringan terbaik apanya, cek jaringanmu di sorong ""BURUK""",BukanSarkas
"Jaringan internet  indihome kok low sekali, dah hampir 3 hari, ada apa ?  @IndiHomeCare @IndiHome",BukanSarkas
"@vanie_rahmadani Mantul banget kak, pilihan yang tepat jika akses internetnya smartfren anti lelet :) Apalagi jaringan terluas dengan bonus kuota yang melimpah siapa lagi jagoannya kalau bukan smartfren providernya hihi :) Terima kasih -Didi",BukanSarkas
Kirain jam segini jaringan baguss,Sarkasme
"@gengysi w kirain jaringan lemot, ternyata....🤣🤣😝",BukanSarkas
"gedek bgt gue, jaringan tiba² ilang pas lagi upf mana lama lagi",BukanSarkas
"Tempat di mana yang no internet connection atau jaringan apapun itu kah. Let me escape there ğŸ˜©
Capekkkkk!!!!",Sarkasme
"@FirstMediaCares id 12034515 jaringan wifi dari jam 00.00 kok erorr,gangguan apa gimana ??",BukanSarkas
Enak banget nge-vote jam segini. Jaringan lancar banget kek jalan tol.,BukanSarkas
"Baru 15, kurang 13 lagi. Please jaringan dan laptop bersahabatlah. Sabar Rei sabar",BukanSarkas
@smartfrenworld Skip! jaringan lemot.,BukanSarkas
@BiznetHome min kenapa jaringan tiba2 di matikan? Daerah kota banjar jawa barat,BukanSarkas
"jaringan gue lagi lelet bgt, yaudah deh votenya pagi aja😭😭😭😭",BukanSarkas
@AREAJULID Udah paling bener emang indonesia ga perlu ada jaringan internet. Sakit bgt manusianya.,Sarkasme
@3CareIndonesia Ini terlalu sekali sih di kabupaten tanjung jabung barat kota kuala tungkal jaringan internet tri E sudah 20 jam lebih https://t.co/lFwqbKEHDN,BukanSarkas
"@Telkomsel 
Selamat ulang tahun untuk Telkomsel.
Mudah-mudahan jaringan internet semakin bagus mohon di tingkatkan.",BukanSarkas
"@mlbbfess pastikan jaringan bagus, biar ga ke skip",BukanSarkas
"@3CareIndonesia tolong dong untuk daerah Garut, kenapa signal 3 tidak ada. Mengadu keluhan ke agent pun harus pake kode verifikasi. Jangan sampai ke blokir untuk yang ke dua kalinya, gara-gara signal/jaringan tidak terdeteksi.",BukanSarkas
"Ya minimal jaringannya bagus lah kalo harga paketnya mahal. 
Udah jaringan ngadet, ngilang"" jaringan internet nya, diksh harga mahal lgi
Siapa lgi klo bukan @Telkomsel https://t.co/q365wXzZJL",Sarkasme
"@FirstMediaCares Yah kira2 juga kali, masa ganggungan jaringan tiap bln...",BukanSarkas
Kok jaringan indosat 2 hari ini ancur banget.,BukanSarkas
Team Jaringan kami sdg melakukan perbaikan agar sesegera mungkin normal kembali. Mohon kesediaannya untuk menunggu ya. Untuk status gangguannya bisa cek di http://cek.firstmedia.com. Tks (2/2) ^Ajt,BukanSarkas
"Sama-sama, Kak Nurhadi. Salwa tunggu kabar baik jaringan dilokasi, ya. Stay safe and keep healthy, Kak. -Salwa",BukanSarkas
"tiba² zoom nya diend sama guru, karna jaringan jelek",BukanSarkas
"Kabar baiknya saat ini jaringan Smartfren normal ya Sobat Smartfren :) Tenang aja kak, mimin bantuin agar kakak bisa merasakan koneksi cepat Smartfren. Nomor Smartfren yg berkendala apakah masih 08870336xxx ya kak ? Mimin tunggu konfirmasinya di DM ya. Terima kasih-Veby",BukanSarkas
"Absen setelah kelas selesai konfirmasi ama dosen, alasan jaringan buruk wkwk",BukanSarkas
jaringan jelek pas mau diabsen FAKKK KESEL BGT MAU BANTING DUNIA,BukanSarkas
"Kuis mendadak lisan lagi, trus jaringan jelek",BukanSarkas
"gue lagi zoom tapi belom ngerjain tugas, jadi sekarang lagi connect - disconnect ke wifi biar dikiranya jaringan jelek terus gaditanya",BukanSarkas
"WKWKWKW PERNAHH, abis itunya chat gurunya ""ibu maaf jaringan saya kurang bagus"" padahal mah gara² ga merhatiin ",BukanSarkas
"worth sih, apalagi aku dirumah pake wifi bisa paketan 1 hari kalo mau keluar  jaringan aman",BukanSarkas
Pastinya seru bgt dong Sobat Smartfren :) Terus Nonstop internetan di jaringan anti lelet Smartfren ya kak. Tetap jaga kesehatan dan jangan lupa pakai masker ya Kak. Terima kasih sobat setia Smartfren. Veby,BukanSarkas
"jaringan stabil , sudah un dan instal app ttp aja ga bisa login",BukanSarkas
"Betul, apalagi kalau mau sesuatu dengan cepat terus tiba-tiba hilang jaringan. Menyebalkan",BukanSarkas
Mantap betul Sobat Smartfren :) Terus Nonstop internetan di jaringan 4G terluas Kami juga ya kak. Tetap jaga kesehatan dan jangan lupa pakai masker ya Kak. Terima kasih sobat setia Smartfren. Veby,BukanSarkas
"inet mati lagi min pdhl td ud idup
jaringan saya lg maintenance apa gmn? 
kl ud normal kabarin ya, mau tidur dulu",BukanSarkas
Jaringan gua lancar bat gila,Sarkasme
"iya, tapi cuma paling jaringan nya ngadat",BukanSarkas
"Indihome nih di banyak lokasi kayak jaringan sodaranya, si Telkomsel, ya?
Banyak orang pake cuma karena ga ada pilihan lainnya.",BukanSarkas
Min lagi gangguan jaringan kah ini?,BukanSarkas
"Hai, Kak Aji. Mohon maaf atas ketidaknyamanannya, dilakukan pengecekan saat ini sedang dalam proses maintenance jaringan di wilayah Kakak, diupayakan agar jaringannya segera normal kembali ya, Kak.... https://myih.ch/t/89vur69",BukanSarkas
jaringan gue ga stabil haduh gatau ini kekirim apa engga ke elo nya,BukanSarkas
"Paling suka dulu main sega punya temen wkwkwk, dulu tuh rasanya seru banget min, sekarang mainnya moba pakai jaringan tri mantap bgt lancarnya ",BukanSarkas
"lo aja dah, gue takut jaringan gue tiba-tiba netnotnetnot",BukanSarkas
Kok gaada pemberitahuan via email atau apapun gitu ya min? Dan apa emang selama itu kah pemeliharaan jaringan? ,BukanSarkas
stress gajelas suer jaringan nya,BukanSarkas
"My sister ios user gni juga sering bgt,krna wifi home ku hide detect biar ga gampang bocil2 nyuri jaringan. Trus ga diapa2in skrng sering wfh jadi stabil ksambung",BukanSarkas
jaringan Smartfren jelek mending ganti Telkomsel,BukanSarkas
oOOH IG TUH LAGI NGEDOWN?? GUE KIRA JARINGAN,BukanSarkas
Haduu aku mah wangi teruz yg jaringan jelek sopo drtd,BukanSarkas
"Malam kak Widiani, maaf jadi gak nyaman. Saat ini di daerahmu sudah selesai dalam masa pemeliharaan jaringan nih. Silahkan bisa dicoba kembali ya. Jika masih berkendala restart Hp lalu bisa coba aktifkan mode pesawat 1-2 menit atau restart HP. Thanks ^Bram",BukanSarkas
Lama amat pemeliharaan jaringan..????,BukanSarkas
JARINGAN GUE LEMOT,BukanSarkas
"HAHAHA BETUL MAI terus kasur, jaringan lancar, snack beuh sahabatan semua ",BukanSarkas
"sdh 5hari ini jaringan first media dirumah kami tdk aktif,sdh berulang kali hubungi CS first media,infonya masih dalam perbaikan jaringan(sampai kapan???)
No pelanggan 10875738",BukanSarkas
"peluk aja jaringan lu, ntar jadi 5G",Sarkasme
"Jaringan gw ngk bisa diajak kerja samaaaaa""",BukanSarkas
"cek dm min, lemot banget jaringan im3",BukanSarkas
Ah waktu itu saya dm pake akun sebelah gaada respon tuh. Suruh refresh jaringan terus. Tapi tetep aja gaada hasilnya. Kode verifikasi gaada masuk sama sekali,BukanSarkas
"Setuju banget kak. Jaringan indihome emang lancar tanpa hambatan, kalo aku happy pas lagi drakoran jadi lancar jayaaaa hehe",BukanSarkas
"iyaa, tulisannya koneksi jelek padahal jaringan lancarr",BukanSarkas
"Pindah sini kack, jaringan muluss bgt semlintingg",Sarkasme
Iyaa bgtt plis eror mulu pdhl jaringan sy lancar,BukanSarkas
Yahahaha ga di restuin oleh jaringan ama moonton,BukanSarkas
jaringan ayok bagus,Sarkasme
"Ak gak, berarti jaringan km lik",BukanSarkas
apakah hp gw kepanasan? ppny digw banyak yang ilang pdhl jaringan+wifi lancar jaya,BukanSarkas
"Emang suka gitu gara gara jaringan :( pokoknya Kaka klo chat aku gabales itu dm nya error, tap link juga gabisa :(",BukanSarkas
huh kukira jaringan ku hampir sj mw mara sama smartpren,BukanSarkas
"Bener jaringan sama loading nya lama bgt ini
Menguji kesabaran ",BukanSarkas
Percuma lu pindah ke tsel coy. Lu cek aja semua pada ngeluh jaringan tsel juga lagi lemot skrg.,BukanSarkas
kayak lemot gitu padahal jaringan bagus terus pas bikin igs gak ada yang liat padahal ada,BukanSarkas
jaringan kamu lagi ga bagus kaliii???,BukanSarkas
D aku td nggk ada... Kyknya hp aku atau jaringan yg pekok,BukanSarkas
kyk nya emang jaringan nya lagi banyak yg bermasalah by,BukanSarkas
Aq nyalahin jaringan dong,BukanSarkas
iya deh kyk jaringan ,BukanSarkas
Apa emang jaringan ya  aku dah berapa kali keluar masuk,BukanSarkas
kirain jaringan yg jelek,BukanSarkas
"kirain jaringan, udh kesel",BukanSarkas
"jaringan kayaknya, ini aja berenti berenti mulu ",BukanSarkas
"samaaa, ku kira jaringan ku ternyata dia nya ",BukanSarkas
"loading gitu tapi lama bgt pdhl jaringan aman"" aja",BukanSarkas
"Sama gw kira jaringan gw do, rupanya aku yutupan lancar",BukanSarkas
"Aku ngebugnya pas domain coop ga muncul invite buat masuk domain
Padahal jaringan lancar",BukanSarkas
"Kayaknya karna jaringan my, aku sempet ga bisa buka juga tadi siang",BukanSarkas
ini knp aplikasi sama web nya gabisa di buka jaringan kah???,BukanSarkas
kalo mati lampu jaringan emang jelek,BukanSarkas
"Wakakakka bahkan skrg hidup gue lbh serem, kmrn tukang gak sengaja geser kabel wifi, semua jaringan ilang, gue gak ada kouta, tetring dr bokap nyokap tp gak blg buka game apalagi medsos ",BukanSarkas
"Hai, Kak. Maaf ya :(. Apabila kendala sinyal, Kakak bisa pindahkan mode jaringan otomatis ke manual, dan kembali lagi ke mode otomatis. Jika masih sama, yuk infoin nomor HP, tgl kejadian, dan 2 nomor Telkomsel lain dg kendala sama via DM, biar Mimin bantu cek. Makasih :) -Zabo",BukanSarkas
"Cek2 jaringan nder, kalo aku matiin notif app yg sering rame kek WA",BukanSarkas
"Pagi aja sekalian nangis gakuat:( , jam segini jaringan ny",BukanSarkas
jaringan kenapa jelek bgt?????,BukanSarkas
Jaringan mulai kumat lagi,BukanSarkas
"Min @simPATI punten lah kerja samana, ieu jaringan butut kieu, abi nuju telponan :(",BukanSarkas
@xeorcv huhuhuu keknya jaringan emg lagi ngajak berantem malam ini,BukanSarkas
ini by.u lgi kenapa sihh kok gue gaada jaringan mulu deh?,BukanSarkas
@IndosatOoredoo Jaringan lu ngelag mulu anjg,BukanSarkas
Orang lain itu sering ngeluh soal jaringan internet yg jelek juga ga sih? Apa cuma aku aja? Mo nanges jaringannya jelek bgt sumpah. Padahal ga lg ujan atau angin. ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­,BukanSarkas
@Kakajejee emang jaringan tsel lagi kenapa mbak? Temen gue meeting pake tsel hari ini lancar jaya soalnya,BukanSarkas
"@Pratiwifrtl @nandadik_ @Telkomsel Slow aja kak, nikmatin aja senikmat jaringan tsel kalo lagi di pake mabar 😁",BukanSarkas
@BTS_PERSONA ini jaringan kita yg salah apa dr sananya begitu???,BukanSarkas
jaringan lemot battt,BukanSarkas
jaringan kek tai anjrit jelek amat,BukanSarkas
najis bgt jaringan indosat udah berapa hari bapuk bgt,BukanSarkas
kebiasaan bgt indosat jam segini selalu lemot gak ada jaringan idih,BukanSarkas
"@IndosatCare ya Allah jaringan indosat 
Malam malam bikin naik darah coba dong perbaiki kualitas jaringan kalian",BukanSarkas
Ni malem jaringan lelet juga ya,BukanSarkas
demi Allah kesel banget sama jaringan ini,BukanSarkas
"barusan anjir, gue gk ada jaringan ini beneran lemot bgt sampe nunggu bbrp menit baru ada tulisan s***** 🚶🏻🚶🏻💨💨 https://t.co/qISQvJ2VzH",BukanSarkas
"@lstrrhgn sabar y, pasti jaringan nya jelek ga muncul foto gue",BukanSarkas
Aduh jaringan-_-,Sarkasme
"@FirstMediaCares 11495361 jaringan error' tidak koneksi sama sekali ke tv smart &amp; laptop..mohon diperbaiki karena untuk keperluan sekolah dan ibadah online..
heran kenapa hampir tiap awal bulan error'padahal kita sudah bayar",BukanSarkas
@btsvotingorg Tunggu jaringan kencang dlu ya baru vote😭,BukanSarkas
@Puji01786035 Hi First People. Mohon maaf atas ketidaknyamanannya. Untuk problem kualitas signal ini masih dalam proses perbaikan tim jaringan kami dan sedang diupayakan perbaikan secepatnya. Info update status jaringan bisa akses di https://t.co/h46Z2K7k7Z. Tks ^RZA,BukanSarkas
@milkyeoreo oke jaringan lancar,BukanSarkas
"@beomgyuhairs oohh berarti kdg jaringan bisa bikin kek gtu juga yaa, oke""",Sarkasme
@Dobbyrin_ IHH SAMA BGT GUA KRA EMG JARINGAN GUA JELK TAU NYA EMG BUREM😭👍,BukanSarkas
"skill sih punya, cuma jaringan aja yg bosok🖕",BukanSarkas
sumpah ini jaringan wifi lolot banget,BukanSarkas
TIBA JAM SEGINI TBTB JARINGAN ILAANG NANGIS BGT,BukanSarkas
Lo kebiasaan jam segini jaringan ngadat 🙃🙃 @ my republic,BukanSarkas
@myXL Woy xl gmana jaringannya kok kayak gini udah beli paket mahal mahal malah jaringan xl gak bisa diandelin mending pindah aja,BukanSarkas
JARINGAN GUAAA TOLONG DONGGGG AYO BERSAHABAT DULUUUU 😭😭😭😭,Sarkasme
jaringan tri kenapa lemot banget:(,BukanSarkas
"egk jadi, jaringan guwe yg ilang☺🙏",BukanSarkas
Ada2 aja jaringan punya dendam apa y,BukanSarkas
tumben banget anjir XL jelek banget jaringan,BukanSarkas
Ya Allah jaringan ngajakin gelut 🙂,Sarkasme
Kzl sama jaringan wifinyaa! Tau gini apa balik ke indihome aja yakkk🙃,BukanSarkas
"@syirnxyla Ka kirain main cpt cptan 😭, aku udah pesimis mana jaringan lelet bgt, tp ttp aja si akun ku g keliatan alias transparan :(",BukanSarkas
jaringan tai bgt galiat mba since😭😭😭,BukanSarkas
Ini jaringan lg knp ya? Wifi sm tsel sama2 lemotttt,BukanSarkas
Pusing ama jaringan TELKOMSEL! :(,BukanSarkas
"@IndosatCare knp internet ga ada jaringan y?
Udh on off hp, airplane kode tetep jaringannya ga ada",BukanSarkas
Masa kudu cabut batre dulu biar jaringan lancar,Sarkasme
"@weishenvess Seru wkwk mana waktu itu jaringan lagi lemot... buat bisa buka twitter aja mesti nemplok dijendela, malem-malem hhhh padahal kalo dipikir mah ya ngapain ya nungguin ampe segitunya, nonton bisa besok paginya. Tapi beneran dah, walaupun begitu, waktu itu malah nikmati aja lolol",BukanSarkas
jaringan gue kok suka ilang ya tbtb skrng,BukanSarkas
jaringan kalo malem kenapa dah 😔,BukanSarkas
"Halo @Telkomsel , kalo mati listrik apa jaringan internet t-sel ikutan mati juga ky provider sebelah?😑",BukanSarkas
Gabisaa streaming jaringan jelek bgt huhu,BukanSarkas
@Telkomsel BENERIN JARINGAN WOI KERJA KERJA JANGAN TIDUR WAE,Sarkasme
Jaringan jelek ga bisa streaming,BukanSarkas
Cape banget mo nonton jaringan busuk ke gini :(,BukanSarkas
@Telkomsel kenapa sih? Lelet banget jaringannya. Refresh2 mode pesawat gk ngaruh. Udah semingguan jaringan telkomsel gk stabil. Kebanyakan leletnya.,BukanSarkas
"maaf ya gabisa ikut hype miracle dulu ini jaringan bener"" gabisa kerja sama bgt dari td siang 😭",BukanSarkas
Capek ama jaringan ☺️,BukanSarkas
Aduh jaringan w jgn kek anj dah,Sarkasme
Jaringan bisa membaik gak? 😭 aku mau ikutan konser #BadminDoel 😭😭😭,BukanSarkas
indosat ilang jaringan,BukanSarkas
"Sinyal bikin rugi
Banyak promo cuma sampah belaka jika jaringan tidak diperbaiki
Pengen tak banting nih HP tapi yg bermasalah tuh jaringanya https://t.co/n5MQo6OyrZ",BukanSarkas
anjibgg lah ini jaringan ngap,Sarkasme
Sumpah aneh banget jaringan @Telkomsel di kost saya jelek banget. Aneh nya kalau di tempat lain jaringannya bagus. Solusi cuma bisa ganti jaringan ke 3G atau kalau memang lagi perlu banget ganti ke kartu @triindonesia.,BukanSarkas
Jaringan tri emang rusak banget ya ? Ampe 480p aja ngadat2 plis,BukanSarkas
"@widikk10 @ask_AXIS Ngga usah heran axis emang begitu
Banyak promo hanya bualan belaka 
Jaringan lemotnya bikin naik darah",BukanSarkas
Jaringan internet di Cimahi sama di Sulawesi ternyata ga jauh beda:)),BukanSarkas
bikin badmood deh jaringan ni,BukanSarkas
@dzalaxyseu rere pake kartu sim apa re? kok ribut mulu sama jaringan :(,BukanSarkas
"eh anjir udah dikit lagi, tolong jaringan jangan jelek dulu!!!",BukanSarkas
"indiom kenapa deh, ilang jaringan trus :”",BukanSarkas
telat bgt jaringan jelekk😭 rep ini dong https://t.co/PqLd3VRYAR,BukanSarkas
Jaringan gua burik bangeet!!,BukanSarkas
"@thestorykids @Stray_Kids Nyiapin akun untuk perang vote ....
Yang jadi masalah besar untuk vote itu  jaringan, kadang nyari ribut. 
Apalagi kalau hujan, jaringan suka ngilang ndiri.
Sabar adalah kunci pasrah nya",BukanSarkas
pls jaringan👎🏻👎🏻👎🏻👎🏻👎🏻,Sarkasme
Sumpahh ga keluar2 jaringan bgt https://t.co/crcWeNSdLh,BukanSarkas
BANGSAT EMANG YAAA JARINGAN BKIN GUE JADI TURUN RENGKING,BukanSarkas
Jaringan anying😭,Sarkasme
#IndiHome kok jaringan nya kayak hantu...lelet..😡😡😡,BukanSarkas
nyerah sma jaringan 🏳,BukanSarkas
"Halo @Telkomsel 
Setelah kemaren hujan dan petir, jaringan disini hilang udah sekitar 30 jam, tolong segera dibenahi dong, saya sudah dm",BukanSarkas
Jaringan jeleeeeee bet dah!!,BukanSarkas
Jaringan mendekati abis kuota tuh yaa :'),BukanSarkas
@090900KJK Bukan jaringan aku yg jelek,BukanSarkas
"@Shill_Ronin Buruan bang. Mumpung jaringan oke.
Ntr masuk tol jaringan ilang kayak doi:)",BukanSarkas
Jaringan jelek banget lag parah,BukanSarkas
@Shill_Ronin suseh jaringan 😩,BukanSarkas
@IndiHomeCare weeee ini jaringan bermasalah lg dari jam 5 sore allahuakbarrr 😤😤,BukanSarkas
@Keysandla jaringan mungkin? emg bbrp hari ini jaringan jelek banef,BukanSarkas
@Telkomsel ripuh jaringan :(,BukanSarkas
ELAH JARINGAN APA BANGET,BukanSarkas
"@IndosatCare kesini ikut nyimak yg samaan, jaringan lelet minta ampun.
Kesekian kalinya kaya gini",BukanSarkas
"jaringan aku jele, bobo aja",BukanSarkas
@mlbbfess Iyaaa jaringan lg ga stabil akhri2 ini,BukanSarkas
"ihh kenapa si kalo pada live jaringan jelek, aku mau musuhan sama indihom",BukanSarkas
@Shill_Ronin ampe 3 kelewat karna jaringan naik turun,BukanSarkas
Jaringan bikin emosi !!!!! #telkomselbobrok,BukanSarkas
@hyunuO__o BELOM jaringan sy telat,BukanSarkas
"PENGEN BERKATA KASAR KRNA JARINGAN T*EL DISINI SUPERDUPER BOBROKK !!
MASIH MENDING DI PAPUA !!",BukanSarkas
Jaringan gue jelek ah,BukanSarkas
@ggukiesoobs Jaringan lancar kok buka yt,BukanSarkas
Lagi lemot jaringan 😒,BukanSarkas
@BadmintonTalk Males bgt gabisa nonton😭😭 jaringan jelek bgt sialll,BukanSarkas
"@SAlgozaly Kabar baiknya saat ini jaringan Smartfren normal ya Teman smartfren :) mimin bantuin ya biar bisa menikmati stabilnya jaringan Smartfren. Boleh infokan nomor, tipe perangkat dan lokasi lengkap berkendala di DM agar mimin bantu carikan solusinya ya. Terima kasih-Veby",BukanSarkas
Hari ini pngn maki maki jaringan internet aja pokoknya! 😤😡,BukanSarkas
Jelek bngt jaringan nya hdhhhh jadi mls PGN tidur aja ah,BukanSarkas
@Telkomsel HALAH JANCUKK JARINGAN SAMA PELAYANAN BUSUK GINI KAO NGIKLAN MULU BABII,BukanSarkas
Jaringan gue jelek bgt anjir ngamuk,BukanSarkas
@taeggukie_coty Hooh jaringan akhir akhir ini bikin kesel ya😒,BukanSarkas
Jaringan kayak kontol semua,BukanSarkas
@IndiHome makin lama main jelek aja jaringan lu!,BukanSarkas
XL jaringan lagi bapuk bat dah,BukanSarkas
@jeff_syukur @Telkomsel BENERR DAERAH LAMPUNG TUH PARAH BANGET CUMA DIPINGGIR KOTA AJA BERASA GK KEBAGIAN JARINGAN NJINGG UDAH DARI JAMAN JEBOTT SAYA BUAT LAPORAN TERUS GK PERNAH ADA PERKEMBANGAN,BukanSarkas
ANJIIIRRRR JARINGAN PLIS YA ALLAH,Sarkasme
"gada sih, gw main buat have fun, jarang bgt komplain kecuali jaringan sendiri😌😌 https://t.co/FJYs2YFkLg",BukanSarkas
"@syirnxyla G terlalu, tp JARINGAN KU YG SUSAH, MANA LAWANNYA BNYK BENER 😭",BukanSarkas
@Telkomsel Jaringan makin ancur busukk kurang kayaknya kalian kalo belum nurunin sinyal ke h e x tuh BANGSATT,BukanSarkas
"@syirnxyla NGGA KA, CUMA JARINGAN AJA YANG KALAH CEPET😭😭😭",BukanSarkas
Ini jaringan telkom ngapa lama amat dah,BukanSarkas
"@chingujimtae NYESEK BANGET KARENA JARINGAN ABIS DONG, BARU BERAPA DETIK",BukanSarkas
"@FirstMediaCares tolong dong ini knp jaringan lemot banget ya gk ada stabil nya nih , lama2 ilang jg kesabaran, 11551587",BukanSarkas
@Telkomsel BAJINGAN TUKANG KORUP PULSA JARINGAN GOBLOK PULA,BukanSarkas
"Yaelah jaringan telkom muter2 mulu, ntar mabok.",BukanSarkas
"Aku rasa ka jiy pake jaringan 5G :"")",BukanSarkas
@armyfess_ 10 mau lanjut tapi jaringan ku dari pagi bikin naik darah😭,Sarkasme
"Knp ttp pake hp, masalahnya klo sekul g tau knp jaringan selalu jelek + gimana klo batre hp gw sekarat lupa charger😣😣😣😣😣",BukanSarkas
@TelkomIndonesia jaringan wifi daerah menganti kec hendrosari menganti lagi gangguan kah min,BukanSarkas
ni jaringan flop bgt :') plis kerja sama masih ada 3 akun lagi yg belum ku drop,BukanSarkas
Jaringan jelek bgt😭,BukanSarkas
Heolll mengapa jaringan malam ini sangat jelek?!! Menggalangiku untuk berburu ga😡,BukanSarkas
@mlbbfess Iya. Jaringan kadang suka tiba-tiba drop,BukanSarkas
Baruu ada jaringan hueee,BukanSarkas
@widikk10 @ask_AXIS gue kira jaringan tempat gue aja😭😭😭,BukanSarkas
Sumpah sebel banget nonton kepotek potek gara2 jaringan Indosh*t ngga bersahabat 😌,BukanSarkas
"Lu lagi kenapa sih @ask_AXIS ?
Jaringan kenapaaa begini😭😭😭😭",BukanSarkas
